,возраст,профессия,семейное_положение,образование,кредит_дефолт,жилищный_кредит,кредит,взаимодействие,контакт_месяц,контакт_день_недели,контакт_количество,контакт_период,контакт_прошлый_количество,контакт_прошлый_исход,контакт_исход,Id
272,80,пенсионер,разведен,неоконченное среднее,0,0,0,мобильный,10,чт,1,999,0,-,0,272
273,41,безработный,разведен,среднее,0,0,0,домашний,6,чт,1,999,0,-,0,273
274,45,техник/механик,женат/замужем,специальное,0,0,0,домашний,11,вт,2,999,0,-,0,274
275,31,сфера услуг,не женат/не замужем,среднее,0,1,0,мобильный,5,пн,1,999,0,-,0,275
276,25,учащийся,не женат/не замужем,высшее,0,0,0,домашний,7,пт,2,999,0,-,0,276
277,72,пенсионер,женат/замужем,неоконченное среднее,0,N/A,N/A,мобильный,4,чт,1,999,0,-,0,277
278,35,N/A,женат/замужем,неоконченное среднее,0,0,0,домашний,5,вт,3,999,0,-,0,278
279,87,пенсионер,разведен,неоконченное среднее,0,0,0,мобильный,8,пт,1,999,0,-,1,279
280,33,менеджмент,не женат/не замужем,высшее,0,0,0,домашний,5,пн,16,999,0,-,0,280
281,47,рабочий,разведен,неоконченное среднее,0,0,1,домашний,5,пт,1,999,0,-,0,281
282,32,техник/механик,женат/замужем,высшее,0,0,0,мобильный,8,чт,5,999,0,-,0,282
283,48,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,домашний,5,ср,6,999,0,-,0,283
284,35,менеджмент,женат/замужем,высшее,0,1,1,мобильный,11,пн,2,999,1,0,0,284
285,33,администриратор,не женат/не замужем,высшее,0,1,1,мобильный,5,ср,6,999,1,0,0,285
286,53,администриратор,не женат/не замужем,высшее,0,0,0,мобильный,4,вт,1,2,1,1,1,286
287,53,рабочий,женат/замужем,среднее,N/A,1,1,мобильный,4,пн,4,999,0,-,0,287
288,30,самозанятый,женат/замужем,высшее,0,0,1,мобильный,4,пт,1,999,1,0,0,288
289,31,техник/механик,женат/замужем,среднее,0,0,0,мобильный,7,пн,3,999,0,-,0,289
290,45,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,8,ср,1,999,0,-,1,290
291,53,менеджмент,женат/замужем,неоконченное среднее,0,1,0,мобильный,11,ср,2,999,0,-,0,291
292,45,предприниматель,разведен,высшее,0,1,1,домашний,5,вт,2,999,0,-,0,292
293,29,администриратор,женат/замужем,среднее,0,0,0,домашний,7,пн,1,999,0,-,0,293
294,33,администриратор,женат/замужем,высшее,0,1,0,мобильный,8,пн,1,999,0,-,0,294
295,41,администриратор,не женат/не замужем,высшее,0,1,1,домашний,7,вт,5,999,0,-,0,295
296,38,сфера услуг,женат/замужем,среднее,0,0,0,мобильный,4,чт,2,999,0,-,0,296
297,34,предприниматель,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,7,чт,2,999,0,-,0,297
298,30,администриратор,не женат/не замужем,неоконченное среднее,0,1,0,мобильный,11,вт,1,999,0,-,0,298
299,63,пенсионер,женат/замужем,специальное,0,0,0,домашний,9,ср,3,999,1,0,0,299
300,31,техник/механик,не женат/не замужем,специальное,0,0,0,мобильный,8,ср,2,999,0,-,0,300
301,54,менеджмент,разведен,высшее,0,1,0,мобильный,11,ср,1,999,1,0,0,301
302,45,рабочий,не женат/не замужем,среднее,N/A,0,0,домашний,6,пн,1,999,0,-,0,302
303,32,менеджмент,не женат/не замужем,высшее,0,1,0,мобильный,11,пн,1,999,0,-,0,303
304,32,самозанятый,женат/замужем,высшее,0,0,0,мобильный,11,вт,2,3,2,1,1,304
305,31,предприниматель,женат/замужем,высшее,0,1,0,мобильный,11,ср,2,999,0,-,0,305
306,34,самозанятый,не женат/не замужем,высшее,0,1,0,мобильный,7,ср,1,999,0,-,0,306
307,68,пенсионер,женат/замужем,среднее,0,1,0,мобильный,10,чт,1,999,2,0,0,307
308,59,рабочий,женат/замужем,неоконченное среднее,0,1,1,мобильный,5,чт,1,999,0,-,0,308
309,44,администриратор,разведен,высшее,0,1,0,мобильный,8,ср,11,999,0,-,0,309
310,32,техник/механик,женат/замужем,специальное,0,1,0,домашний,6,пн,2,999,0,-,0,310
311,32,администриратор,женат/замужем,высшее,0,1,1,мобильный,8,пн,2,999,0,-,0,311
312,27,техник/механик,женат/замужем,специальное,0,1,1,домашний,6,ср,2,999,0,-,0,312
313,44,администриратор,женат/замужем,высшее,N/A,1,1,домашний,6,пт,2,999,0,-,0,313
314,37,администриратор,женат/замужем,среднее,0,1,0,домашний,12,пт,1,999,0,-,0,314
315,29,администриратор,не женат/не замужем,высшее,0,1,0,домашний,6,чт,1,999,0,-,0,315
316,56,безработный,разведен,высшее,N/A,1,0,домашний,6,чт,3,999,0,-,0,316
317,27,администриратор,не женат/не замужем,среднее,0,1,1,домашний,7,пн,5,999,0,-,0,317
318,29,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,11,вт,2,999,1,0,0,318
319,24,рабочий,не женат/не замужем,неоконченное среднее,N/A,0,0,домашний,5,ср,3,999,0,-,0,319
320,38,техник/механик,разведен,среднее,0,1,0,мобильный,8,пн,3,999,0,-,1,320
321,41,администриратор,женат/замужем,высшее,N/A,0,0,мобильный,5,пн,2,999,1,0,0,321
322,41,самозанятый,женат/замужем,неоконченное среднее,0,0,1,мобильный,8,пт,3,999,0,-,0,322
323,31,предприниматель,разведен,неоконченное среднее,0,0,0,мобильный,11,чт,1,5,1,1,0,323
324,29,техник/механик,не женат/не замужем,среднее,0,1,0,мобильный,8,ср,3,999,0,-,0,324
325,41,сфера услуг,женат/замужем,высшее,0,1,0,мобильный,11,чт,1,999,0,-,0,325
326,37,сфера услуг,не женат/не замужем,неоконченное среднее,0,0,0,мобильный,5,чт,1,999,0,-,0,326
327,29,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,5,пт,2,999,0,-,0,327
328,49,администриратор,не женат/не замужем,высшее,0,1,0,домашний,7,вт,10,999,0,-,0,328
329,47,администриратор,женат/замужем,неоконченное среднее,0,1,1,мобильный,4,пт,3,999,1,0,0,329
330,31,администриратор,не женат/не замужем,высшее,0,1,0,домашний,5,чт,1,999,0,-,0,330
331,43,техник/механик,не женат/не замужем,высшее,0,0,0,домашний,5,ср,1,999,0,-,0,331
332,32,администриратор,женат/замужем,среднее,0,0,0,домашний,5,пн,1,999,0,-,0,332
333,52,домохозяйка,женат/замужем,неоконченное среднее,0,1,0,мобильный,8,пт,1,999,0,-,0,333
334,38,безработный,женат/замужем,неоконченное среднее,0,0,0,домашний,6,пт,1,999,0,-,0,334
335,31,администриратор,не женат/не замужем,среднее,0,0,0,мобильный,7,пн,3,999,0,-,0,335
336,36,техник/механик,женат/замужем,специальное,0,0,1,домашний,5,пт,1,999,0,-,0,336
337,55,менеджмент,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,4,вт,1,999,0,-,0,337
338,58,пенсионер,женат/замужем,неоконченное среднее,0,1,0,домашний,6,пн,1,999,0,-,0,338
339,56,менеджмент,женат/замужем,неоконченное среднее,N/A,1,0,мобильный,7,чт,2,999,0,-,0,339
340,28,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,5,чт,1,999,0,-,0,340
341,22,учащийся,не женат/не замужем,N/A,0,0,0,мобильный,11,ср,1,999,0,-,0,341
342,29,сфера услуг,не женат/не замужем,N/A,0,1,0,мобильный,4,вт,2,999,0,-,1,342
343,45,менеджмент,женат/замужем,специальное,0,0,0,домашний,5,пн,2,999,0,-,0,343
344,31,администриратор,разведен,высшее,0,0,0,мобильный,8,чт,2,999,0,-,0,344
345,31,техник/механик,не женат/не замужем,высшее,0,0,0,мобильный,11,чт,1,999,1,0,0,345
